商品编码,品名,划线价,销售价,税费,利润,高级会员,蓝钻会员,红钻
zrhz1000089,日本 Fancl芳珂无添加卸妆油120ml,,176.81,17.81,42.84,0.43,0.86,1.29
zrhz1000090,日本Kanebo嘉娜宝酵素洁面粉　32粒,,127.88,12.88,22.04,0.22,0.44,0.66
zrhz1000091,日本Kracie肌美精超浸透3D面膜超 橙色 4片/盒,,65.61,6.61,11.67,0.21,0.43,0.64
zrhz1000092,日本Kracie肌美精超浸透3D面膜 粉色 4片/盒,,65.61,6.61,5.21,0.22,0.45,0.67
zrhz1000093,日本Kracie肌美精超浸透面膜 红色 5片/盒,,76.73,7.73,24.89,0.25,0.5,0.75
zrhz1000097,日本Canmake井田 花瓣五色腮红 珠光4#,,97.86,9.86,21.48,0.21,0.43,0.64
zrhz1000098,日本Canmake井田 花瓣五色腮红 珠光5#,,97.86,9.86,21.48,0.21,0.43,0.64
zrhz1000099,日本Canmake井田 花瓣五色腮红 珠光6#,,97.86,9.86,21.48,0.21,0.43,0.64
zrhz1000100,日本Mandom曼丹无刺激温和眼唇卸妆液 145ml,,72.28,7.28,24.21,0.24,0.48,0.73
zrhz1000101,日本Mandom曼丹婴儿脸玻尿酸面膜粉色 5片/盒,,72.28,7.28,28.29,0.28,0.57,0.85
zrhz1000102,日本Mandom曼丹婴儿脸玻尿酸面膜蓝色 5片/盒,,72.28,7.28,28.29,0.28,0.57,0.85
zrhz1000103,日本Mandom曼丹婴儿脸玻尿酸面膜黄色 5片/盒,,72.28,7.28,28.29,0.28,0.57,0.85
zrhz1000104,日本SANA莎娜豆乳洗面奶150g,,72.28,7.28,31.35,0.31,0.63,0.94
zrhz1000105,日本盛田屋豆腐面膜150g,,120.1,12.1,35.41,0.35,0.71,1.06
zrhz1000106,日本ROSETTE诗留美屋洗面奶 粉色 120g,,57.82,5.82,25.49,0.25,0.51,0.76
zrhz1000107,日本诗留美屋Rosette去角质凝胶蓝色 120g,,54.49,5.49,17.18,0.17,0.34,0.52
zrhz1000108,日本ROSETTE诗留美屋洗面奶 绿色 120g,,54.49,5.49,18.91,0.19,0.38,0.57
zrhz1000109,日本LION狮王暗疮膏14g,,76.73,7.73,32,0.32,0.64,0.96
zrhz1000114,日本Utena佑天兰黄金果冻面膜 黄色 3片/盒,,64.5,6.5,19.72,0.2,0.39,0.59
zrhz1000115,日本Utena佑天兰黄金果冻面膜 红色 3片/盒,,64.5,6.5,17.15,0.17,0.34,0.51
zrhz1000116,日本SHISEIDO资生堂 fwb妆前隔离乳 35g,,86.74,8.74,23.96,0.24,0.48,0.72
zrhz1000118,法国YSL圣罗兰方管口红 1#,,298.02,30.02,67.74,0.68,1.35,2.03
zrhz1000119,法国YSL圣罗兰方管口红 13#,,298.02,30.02,67.74,0.68,1.35,2.03
zrhz1000120,法国YSL圣罗兰方管口红 17#,,298.02,30.02,72.84,0.73,1.46,2.19
zrhz1000121,法国YSL圣罗兰方管口红 52#,,298.02,30.02,72.84,0.73,1.46,2.19
zrhz1000124,法国YSL圣罗兰圆管口红 14#,,286.9,28.9,62.05,0.62,1.24,1.86
zrhz1000126,台湾DMC欣兰黑冻膜面膜 225g,,139,14,32.83,0.33,0.66,0.98
zrhz1000130,新西兰Royal Nectar皇家花蜜蜂毒面膜 50ml,,264.66,26.66,68.02,0.68,1.36,2.04
zrhz1000131,新西兰Trilogy趣乐活有机玫瑰果油45ml,,175.7,17.7,64.35,0.64,1.29,1.93
zrhz1000134,日本SHISEIDO资生堂尿素特润红罐护手霜 100g,,57.82,5.82,13.92,0.14,0.28,0.42
zrhz1000133,日本SHISEIDO资生堂护发膜230g,,75.62,7.62,18.67,0.09,0.18,0.27
zrbj000001,德国Salus铁元红铁营养液500ml,,162.35,16.35,42.22,0.42,0.84,1.27
zrbj000002,德国Salus铁元绿铁营养液500ml,,165.69,16.69,50.54,0.51,1.01,1.52
zrbj000003,澳洲Swisse护肝排毒片 120片,,139,14,34.87,0.35,0.7,1.05
zrbj000004,澳洲Swisse高浓度蔓越莓胶囊 30粒,,108.98,10.98,33.29,0.33,0.67,1
zrbj000005,澳洲Swisse叶绿素梅子味口服液500ml,,105.64,10.64,24.73,0.25,0.49,0.74
zrbj000007,新西兰RedSeal红印黑糖500g,,50.04,5.04,12.88,0.13,0.26,0.39
zrbj000008,澳洲Swisse天然液体胶原蛋白口服液500ml,,142.34,14.34,20.77,0.21,0.42,0.62
zrbj000009,澳洲BLACKMORES澳佳宝孕妇黄金营养素180粒,,209.06,21.06,57.64,0.58,1.16,1.74
zrbj000015,澳洲BLACKMORES澳佳宝氨糖软骨素维骨力180粒,,242.42,24.42,130.09,1.3,2.6,3.9
zrbj000016,澳洲BLACKMORES澳佳宝辅酶Q10 30粒,,102.3,10.3,23.75,0.24,0.48,0.71
zrbj000017,澳洲Swisse 高浓度维生素C泡腾片 60片/盒,,131.22,13.22,30.67,0.31,0.61,0.92
zrhz1000135,美国Estee Lauder雅诗兰黛红石榴洗面奶125ml ,,286.9,28.9,60.83,0.61,1.22,1.82
zrhz1000136,韩国innisfree悦诗风吟绿茶籽精萃深层滋润小绿瓶精华乳80ml,,142.34,14.34,44.23,0.44,0.88,1.33
zrhz1000138,澳洲Healthy Care葡萄籽精华胶囊300粒 ,,164.58,16.58,42.95,0.43,0.86,1.29
zrhz1000139,韩国innisfree悦诗风吟绿茶精萃清润柔肤水200ml,,108.98,10.98,24.11,0.24,0.48,0.72
zrhz1000142,韩国innisfree悦诗风吟火山泥清洁毛孔洁面乳 150ml,,75.62,7.62,27.28,0.27,0.55,0.82
zrhz1000143,韩国innisfree悦诗风吟绿茶精萃平衡面霜混合肌肤用 50ml,,142.34,14.34,25.05,0.25,0.5,0.75
zrhz1000144,韩国innisfree悦诗风吟绿茶平衡乳液 160ml,,108.98,10.98,25.7,0.26,0.51,0.77
zrhz1000145,韩国悦诗风吟Innisfree绿茶精萃保湿洁面膏 150ml,,68.94,6.94,19.95,0.2,0.4,0.6
zrhz1000147,韩国AHC第四代全效全脸修复眼霜30ml,,86.74,8.74,27.92,0.28,0.56,0.84
zrhz1000148,韩国AHC第二代B5透明质酸爽肤水120ml,,108.98,10.98,24.11,0.24,0.48,0.72
zrhz1000150,韩国AHC第五代全能眼霜60ml,,120.1,12.1,38.65,0.39,0.77,1.16
zrhz1000151,韩国AHC高效透明质酸保湿爽肤水100ml,,108.98,10.98,44.51,0.45,0.89,1.34
zrhz1000152,韩国AHC睡眠面膜100ml,,108.98,10.98,25.13,0.25,0.5,0.75
zrhz1000154,韩国AHC第三代B5玻尿酸透明质酸面膜 27ml*5片,,131.22,13.22,47.72,0.48,0.95,1.43
zrhz1000157,韩国AHCB5玻尿酸高效水乳套装120ml,,209.06,21.06,48.81,0.49,0.98,1.46
zrhz1000158,美国科颜氏kiehls保湿乳液125ml,,253.54,25.54,44.99,0.45,0.9,1.35
zrhz1000159,美国Kiehl's科颜氏1号护唇膏15ml 滋润防护柔嫩 唇部打底,,100.08,10.08,21.6,0.22,0.43,0.65
zrhz1000161,法国Laroche Posay理肤泉舒缓调理喷雾300ml,,108.98,10.98,29.21,0.29,0.58,0.88
zrhz1000163,法国LANCOME兰蔻新臻白洁面泡沫洗面奶 125ml,,275.78,27.78,36.66,0.37,0.73,1.1
zrhz1000164,法国雅漾(Avene)修护洁面乳300ml,,142.34,14.34,27.91,0.28,0.56,0.84
zrhz1000167,韩国SNP竹炭黑炭面膜10片装,,108.98,10.98,36.35,0.36,0.73,1.09
zrhz1000170,日本SK-II第六代肌源赋活修护精华霜80g,,988.57,99.57,88.85,0.89,1.78,2.67
zrhz1000176,韩国SNP黑珍珠面膜10片/盒,,105.64,10.64,35.44,0.35,0.71,1.06
zrbj000018,澳洲Swisse瑞思胶原蛋白片 100粒,,142.34,14.34,40.23,0.4,0.8,1.21
zrbj000019,美国Puritan's pride普丽普莱玉米黄素叶黄素软胶囊20mg*120粒,,142.34,14.34,17.71,0.18,0.35,0.53
zrbj000020,美国Puritan's pride普丽普莱辅酶Q10*120粒,,142.34,14.34,22.81,0.23,0.46,0.68
zrbj000022,美国Childlife童年时光紫雏菊滴剂精华天然橘子香味29.6ml,,108.98,10.98,63.69,0.64,1.27,1.91
zrbj000023,美国Childlife童年时光第一防御液118.5ml,,120.1,12.1,21.94,0.22,0.44,0.66
zrbj000024,美国Childlife童年时光婴儿维生素D3滴剂天然浆果味29.6ml,,108.98,10.98,64.42,0.64,1.29,1.93
zrbj000026,美国Childlife童年时光钙镁锌口服液474ml,,175.7,17.7,94.85,0.95,1.9,2.85
zrbj000028,美国GNC健安喜女性胶原蛋白营养片180片,,141.22,14.22,25.74,0.45,0.9,1.35
zrbj000029,澳洲Swisse瑞思葡萄籽精华180粒/瓶,,153.46,15.46,25.66,0.26,0.51,0.77
zrbj000030,澳洲Swisse叶绿素片100粒,,121.21,12.21,28.83,0.29,0.58,0.86
zrbj000031,澳洲Swisse钙+维生素D150粒,,108.98,10.98,22.07,0.22,0.44,0.66
zrbj000032,澳洲Swisse月见草胶囊200粒,,131.22,13.22,24.26,0.24,0.49,0.73
zrbj000033,美国Childlife童年时光儿童23种复合维生素营养液237ml,,108.98,10.98,36.12,0.36,0.72,1.08
zrbj000034,澳洲Swisse有机螺旋藻片100片/瓶,,97.86,9.86,21.48,0.21,0.43,0.64
zrbj000039,美国GNC健安喜柠檬酸钙镁片D片240粒,,175.7,17.7,21.51,0.22,0.43,0.65
zrbj000041,美国GNC健安喜黑樱桃浓缩胶囊250mg120粒,,108.98,10.98,49.61,0.5,0.99,1.49
zrbj000043,澳洲Swisse改善睡眠片100粒,,120.1,12.1,27.76,0.28,0.56,0.83
zrbj000045,美国GNC健安喜维生素B族50mg250粒,,164.58,16.58,15.82,0.16,0.32,0.47
zrhz1000177,美国EsteeLauder雅诗兰黛小棕瓶眼部精华霜15ml,,409.22,41.22,58.81,0.59,1.18,1.76
zrhz1000178,法国LANCOME兰蔻小黑瓶肌底眼部凝霜15ml,,431.46,43.46,79.88,0.8,1.6,2.4
zrhz1000179,法国LANCOME兰蔻眼部精华肌底液20ml,,498.18,50.18,113.99,1.14,2.28,3.42
zrhz1000180,日本CPB肌肤之钥隔离霜短管30ml,,409.22,41.22,88.9,0.89,1.78,2.67
zrhz1000181,日本CPB肌肤之钥隔离霜长管40g,,431.46,43.46,51.32,0.51,1.03,1.54
zrhz1000182,日本CPB肌肤之钥白色隔离霜30ml,,409.22,41.22,68.5,0.69,1.37,2.06
zrhz1000184,韩国RECIPE莱斯璧水晶防晒喷雾150ml,,76.73,7.73,30.57,0.31,0.61,0.92
zrhz1000185,韩国RECIPE莱斯璧水晶防晒喷雾180ml,,75.62,7.62,30.51,0.31,0.61,0.92
zrhz1000186,韩国age 20's艾敬气垫#21（白）带替换,,186.82,18.82,44.92,0.45,0.9,1.35
zrhz1000187,韩国age 20's艾敬气垫#21（粉）带替换,,186.82,18.82,45.69,0.46,0.91,1.37
zrhz1000188,韩国Dr.jart+蒂佳婷蓝色药丸面膜5片/盒,,97.86,9.86,32.94,0.33,0.66,0.99
zrhz1000189,韩国Dr.jart+蒂佳婷绿色药丸面膜5片/盒,,105.64,10.64,39.43,0.39,0.79,1.18
zrhz1000190,韩国Dr.jart+蒂佳婷V7素颜霜50ml,,199.05,20.05,51.94,0.5,1,1.49
zrhz1000191,韩国LANEIGE兰芝睡眠面膜70ml,,166.8,16.8,44.5,0.45,0.89,1.34
zrhz1000194,韩国LANEIGE兰芝草莓唇膜20g,,108.98,10.98,17.99,0.18,0.36,0.54
zrhz1000195,德国贺本清小甘菊护手霜75ml,,46.7,4.7,9.32,0.09,0.19,0.28
zrhz1000196,韩国Sulwhasoo雪花秀睡眠面膜120ml,,298.02,30.02,88.14,0.88,1.76,2.64
zrhz1000197,法国L’occitane欧舒丹乳木果丰凝护手霜150ml,,220.18,22.18,42.74,0.43,0.85,1.28
zrhz1000198,韩国Cloud9九朵云美白淡斑面霜50ml,,86.74,8.74,32.16,0.32,0.64,0.96
zrhz1000199,法国L’occitane欧舒丹樱花护手霜75ml,,186.82,18.82,42.82,0.43,0.86,1.28
zrhz1000200,韩国Sulwhasoo雪花秀宫中蜜皂70g,,76.73,7.73,21.39,0.21,0.43,0.64
zrhz1000201,日本Shiseido资生堂洗颜专科洁面乳120g,,62.27,6.27,25.12,0.25,0.5,0.75
zrhz1000204,日本Kiss Me奇士美极细液体眼线笔（黑色）,,98.97,9.97,30.72,0.31,0.62,0.93
zrhz1000205,日本Kiss Me奇士美花漾美姬新翘力浓密防水睫毛膏6g,,98.97,9.97,28.68,0.29,0.58,0.87
zrhz1000206,韩国innisfree悦诗风吟矿物薄荷散粉5g ,,66.72,6.72,23.92,0.24,0.48,0.72
zrhz1000207,韩国LANEIGE兰芝四合一洗面奶180ML,,140.11,14.11,45.13,0.45,0.9,1.35
zrhz1000208,韩国Banila CO芭妮兰卸妆膏100ml,,98.47,10.47,30.93,0.31,0.62,0.93
zrhz1000210,韩国Papa Recipe春雨蜂蜜美白面膜10片/盒,,140.11,14.11,59.41,0.59,1.18,1.77
zrhz1000213,韩国Missha谜尚大红BB霜21# 50ml,,77.84,7.84,19.4,0.19,0.38,0.57
zrhz1000214,韩国Missha谜尚大红BB霜23# 50ml,,81.18,8.18,21.62,0.22,0.44,0.66
zrhz1000215,韩国ItsSkin伊思晶钻蜗牛睡眠面膜100ml,,155.68,15.68,66.54,0.67,1.34,2.01
zrhz1000216,韩国ItsSkin伊思晶钻蜗牛洗面奶150ml,,88.96,8.96,25.09,0.25,0.5,0.75
zrhz1000217,韩国MEDIHEAL美迪惠尔可莱丝竹炭面膜10片/盒,,100.08,10.08,30.78,0.31,0.62,0.93
zrhz1000218,法国Evian依云矿泉水喷雾300ml,,85.62,8.62,28.99,0.29,0.58,0.87
zrhz1000221,美国Kiehl's科颜氏牛油果眼霜28g,,435.9,43.9,114.78,1.15,2.3,3.45
zrhz1000222,韩国Cloud9九朵云奇迹马油面霜70g,,87.85,8.85,30.59,0.31,0.62,0.93
zrhz1000223,韩国珂莱欧Clio蜗牛素颜霜50ml,,145.67,14.67,39.3,0.39,0.78,1.17
zrhz1000224,美国Elizabeth Arden伊丽莎白雅顿8小时润泽唇霜,,98.97,9.97,24.6,0.25,0.5,0.75
zrhz1000227,韩国papa recipe春雨蜂蜜保湿爽肤水200ml+乳液150ml套装,,155.68,15.68,23.51,0.24,0.48,0.72
zrrh1000001,韩国LG THE BODY 甜蜜爱恋香水沐浴露500ml 粉色,,54.49,5.49,14.41,0.14,0.28,0.42
zrrh1000002,韩国LG THE BODY 快乐微风香水沐浴露500ml 紫色,,51.15,5.15,11.98,0.12,0.24,0.36
zrrh1000005,日本熊野油脂马油沐浴露600ml,,62.27,6.27,21.23,0.21,0.42,0.63
zrrh1000006,日本Propolinse比那氏蜂胶复合漱口水600ml,,67.83,6.83,16.77,0.17,0.34,0.51
zrrh1000007,日本Deonatulle Soft Stone药用软石消臭石20g,,65.61,6.61,13.66,1.37,2.73,4.1
zrrh1000008,日本LION/狮王美白牙膏 绿色130g,,51.15,5.15,12.9,0.13,0.26,0.39
zrrh1000009,澳洲DUIT TOUGH HANDS手膜150g,,85.62,8.62,25.93,0.26,0.52,0.78
zrrh1000012,日本 小林制药KOBAYASHI足舒爽150ml,,61.16,6.16,13.43,1.34,2.69,4.03
zrrh1000013,日本Merries/花王Esprincess EX洗护套600ml+600ml,,107.86,10.86,33.22,0.33,0.66,0.99
zrrh1000014,韩国LG润膏无硅油洗发水250ml 紫色,,66.72,6.72,23.84,0.24,0.48,0.72
zrrh1000015,英国The Body Shop生姜洗发露洗发水400ml,,128.99,12.99,39.71,0.4,0.8,1.2
zrrh1000018,日本Daiso大创粉扑清洗剂80ml,,27.8,2.8,9.99,1,2,3
zrrh1000022,日本花王蒸汽眼罩薰衣草香味14片,,101.19,10.19,28.14,0.28,0.56,0.84
zrrh1000023,日本花王蒸汽眼罩无香味14片,,95.63,9.63,23.4,0.23,0.46,0.69
zrrh1000024,日本花王蒸汽眼罩洋甘菊香味14片,,95.63,9.63,23.4,0.23,0.46,0.69
zrrh1000025,日本花王蒸汽眼罩玫瑰香味14片,,95.63,9.63,23.4,0.23,0.46,0.69
zrrh1000028,美国帕玛氏Palmers妊娠纹修复按摩霜125g,,76.73,7.73,10.71,0.11,0.22,0.33
zrrh1000029,澳洲Morning Fresh原味浓缩洗洁精400ml,,44.48,4.48,23.77,0.24,0.48,0.72
zrrh1000031,英国芳芯femfresh女性护理液 蔓越莓,,60.05,6.05,15.41,0.15,0.3,0.45
zrrh1000032,澳洲Redwin煤焦洗发水250ml,,60.05,6.05,29.69,0.3,0.6,0.9
zrrh1000033,澳洲Redwin茶树洗发水250ml,,64.9,6.9,34,0.34,0.68,1.02
zrrh1000035,澳洲乐康片Nu-lax 40粒 ,,76.73,7.73,29.6,0.3,0.6,0.9
zrrh1000037,澳洲Restoria黑发乳250ml,,105.64,10.64,85.13,0.85,1.7,2.55
zrrh1000044,美国Grandma Secret老奶奶的秘密婴儿衣物去污清洁剂59ml,,85.62,8.62,26.95,0.27,0.54,0.81
zrrh1000048,日本wakodo/和光堂桉树精油驱蚊贴60枚,,83.4,8.4,23.06,0.23,0.46,0.69
zrhz1000229,韩国ETUDEHOUSE爱丽小屋自动眉笔深灰色4#,,35.58,3.58,12.07,0.12,0.24,0.36
zrhz1000230,韩国ETUDEHOUSE爱丽小屋自动眉笔咖啡色3#,,35.58,3.58,9.52,0.1,0.2,0.3
zrhz1000231,韩国ETUDEHOUSE爱丽小屋自动眉笔黑咖色1#,,33.36,3.36,9.92,0.1,0.2,0.3
zrrh1000052,香港Wong To Yick/S道益活络油舒筋活络油50ml,,72.28,7.28,16.05,0.16,0.32,0.48
zrrh1000054,澳洲Nair全身可用脱毛膏75g,,55.6,5.6,16.19,0.16,0.32,0.48
zrrh1000055,日本SANTEN-FX参天FXV+眼药水金盒 12ml,,77.84,7.84,32.66,0.33,0.66,0.99
zrrh1000056,日本 小林制药KOBAYASHI洗眼液预防眼病缓解疲劳浅蓝色 500ml,,120.1,12.1,32.86,0.33,0.66,0.99
zrrh1000057,澳洲Breath Pearls除口臭缓解肠胃助消化软胶囊50粒,,78.95,7.95,33.74,0.34,0.68,1.02
zrrh1000058,美国California baby加州宝宝驱虫液儿童防蚊水驱蚊喷雾192ml,,151.23,15.23,39.33,0.39,0.78,1.17
zrrh1000059,澳大利亚Aerogard无味低刺激驱蚊水175ml,,72.28,7.28,27.27,0.27,0.55,0.82
zrrh1000060,日本Fumakilla Vape 3倍效果无味电子防蚊驱蚊器150日,,118.98,11.98,34.26,0.34,0.68,1.02
zrrh1000061,美国Burt's Bees/小蜜蜂紫草膏简装15g,,54.49,5.49,8.46,0.08,0.17,0.25
zrrh1000062,美国贝吉獾Badger虫虫怕怕膏21g,,66.72,6.72,20.86,0.21,0.42,0.63
zrrh1000063,澳洲Healthy Care蜂胶牙膏薄荷味120g,,55.6,5.6,18.23,0.18,0.36,0.54
zrrh1000067,日本 小林制药KOBAYASHI喷雾衣物清凉降温喷雾（劲凉）100ml,,62.27,6.27,10.42,0.1,0.21,0.31
zrrh1000069,德国Theramed站立式牙膏100ml蓝色,,38.92,3.92,14.01,0.14,0.28,0.42
zrrh1000070,德国Theramed站立式牙膏100ml红色,,38.92,3.92,13.66,0.14,0.27,0.41
zrrh1000071,德国Theramed站立式牙膏100ml灰色,,38.92,3.92,11.5,0.12,0.23,0.35
zrrh1000072,FOREO LUNA mini2 露娜电动充电式洁面仪粉红色,,1098.66,110.66,319.06,3.19,6.38,9.57
zrrh1000073,泰国兰纳足贴祛湿驱寒改善睡眠痛经 10贴,,27.8,2.8,9.63,0.1,0.19,0.29
zrrh1000074,泰国soffell驱蚊液30ml 柑橘味,,32.25,3.25,8.84,0.09,0.18,0.27
zrrh1000075,泰国soffell驱蚊液30ml 玫瑰味,,32.25,3.25,8.84,0.09,0.18,0.27
zrhz1000232,泰国white芦荟胶撕拉型鼻贴,,27.8,2.8,10.65,0.11,0.21,0.32
zrrh1000079,泰国RASYAN草本露齿牙粉25g,,35.58,3.58,10.03,0.1,0.2,0.3
zrmyfs100002,美国Gerber嘉宝1段大米米粉227g,,43.37,4.37,13.03,0.13,0.26,0.39
zrmyfs100005,美国Gerber嘉宝2段苹果番薯混合谷物米粉227g,,50.04,5.04,9.47,0.09,0.19,0.28
zrmyfs100006,美国Gerber嘉宝2段全麦谷物米粉 227g,,43.37,4.37,17.06,0.17,0.34,0.51
zrmyfs100007,美国Gerber嘉宝2段香蕉燕麦米粉227g,,43.37,4.37,6.09,0.06,0.12,0.18
zrmyfs100008,美国Gerber嘉宝3段谷物燕麦苹果肉桂米粉227g,,43.37,4.37,5.5,0.06,0.11,0.17
zrmyfs100009,美国Gerber嘉宝3段香蕉草莓谷物燕麦米粉227g,,43.37,4.37,10.34,0.1,0.21,0.31
zrmyfs100013,美国Gerber嘉宝草莓苹果味星星泡芙42g,,32.25,3.25,9.11,0.09,0.18,0.27
zrmyfs100015,美国Gerber嘉宝蓝莓味星星泡芙 42g,,32.25,3.25,9.09,0.09,0.18,0.27
zrmyfs100016,美国Gerber嘉宝蜜桃味星星泡芙 42g,,32.25,3.25,10.17,0.1,0.2,0.31
zrmyfs100020,美国Gerber嘉宝香蕉星星泡芙42g,,32.25,3.25,5.33,0.05,0.11,0.16
zrmybj100008,澳洲BioIsland佰澳朗德婴幼儿补锌咀嚼片120粒,,108.98,10.98,21.12,0.21,0.42,0.63
zrmybj100013,澳洲Ostelin奥斯特林小恐龙钙50片,,72.28,7.28,19.09,0.19,0.38,0.57
zrmybj100014,美国Ddrops婴儿补钙维生素D3滴剂 2.5ml,,121.21,12.21,22.61,0.22,0.43,0.65
zrmybj100015,澳洲LifeSpace婴幼儿益生菌粉 60g,,153.46,15.46,32.58,0.54,1.08,1.62
zrmybj100016,澳洲LifeSpace儿童益生菌粉 60g,,153.46,15.46,32.58,0.54,1.08,1.62
zrmybj100017,澳洲LifeSpace孕妇益生菌胶囊 60粒,,153.46,15.46,23.4,0.45,0.9,1.35
zrmybj100018,美国Culturelle康萃乐婴儿益生菌粉30袋/盒,,164.58,16.58,33.57,0.34,0.67,1.01
ZRMYYP100038,德国Braun博朗婴儿红外线耳温枪IRT6520,,321.37,32.37,46.53,0.47,0.93,1.4
ZRMYYP100042,日本VAPE hello kitty驱蚊手表20日份,,102.3,10.3,21.25,0.21,0.43,0.64
zrrh1000026,日本 小林制药KOBAYASHI女性内衣专用洗衣液120ml,,38.92,3.92,10.21,1.02,2.04,3.06
zrhz1000117,日本SHISEIDO资生堂安耐晒防晒霜60ml,,231.3,23.3,33.62,0.34,0.67,1.01
HH00000456,美国汤姆福特Tom Ford TF 哑光黑管黑金唇膏口红15#WILDGINGER,,354.73,35.73,28.91,0.29,0.58,0.87
zrrh1000040,澳洲femfresh白百合洗液250ML,,42.26,4.26,10.39,0.1,0.21,0.31
zrrh1000041,英国FemFresh洋甘菊洗液250ml,,42.26,4.26,10.39,0.1,0.21,0.31
zrrh1000047,日本Lion狮王Etiquette薄荷去口臭牙膏130g,,50.04,5.04,5.7,0.06,0.11,0.17
zrhz1000068,日本ALOVIVI皇后卸妆水 500ml,,63.38,6.38,10.48,1.05,2.1,3.14
HH00001052,康维他Comvita麦卢卡10+棒棒糖 10支,,83.4,8.4,25.82,0.26,0.52,0.77
HH00001219,lets diet新款限量版光护美肤遮阳帽 防紫外线 花边荧光黄,,106.75,10.75,28.07,0.28,0.56,0.84
HH00001220,lets diet新款限量版光护美肤遮阳帽 防紫外线 花边天蓝色,,106.75,10.75,28.07,0.28,0.56,0.84
HH00001221,lets diet新款限量版光护美肤遮阳帽 防紫外线 花边可爱粉,,98.97,9.97,20.52,0.21,0.41,0.62
HH00001291,日本Thermos膳魔师保温杯|JNO-501型号|薄荷色|500毫升,,209.06,21.06,34.58,0.35,0.69,1.04
HH00001292,日本Thermos膳魔师保温杯|JNO-501型号|山莓色|500毫升,,209.06,21.06,34.58,0.35,0.69,1.04
HH00001296,美国Nordic Naturals挪威小鱼 婴儿童宝宝DHA深海鱼油鳕鱼油 237ml,,154.57,15.57,23.13,0.23,0.46,0.69
HH00001297,法国圣罗兰YSL自然色明彩笔2.5ml 02#,,298.02,30.02,41.48,0.41,0.83,1.24
HH00001298,日本曼丹Mandom婴儿肌面膜弹性版5片/盒,,64.5,6.5,14.2,0.14,0.28,0.43
HH00001300,韩国Sulwhasoo雪花秀润致焕活肌底精华露 润燥精华 面部补水保湿打底精华液 90ml,,664.98,66.98,79.81,0.8,1.6,2.39
HH00001307,澳洲极塑Fatblaster减肥代餐奶昔 覆盘子味 430g,,105.64,10.64,23.59,0.24,0.47,0.71
HH00001308,法国纪梵希Givenchy禁忌之吻梅子色黑管变色口红16#（两种包装随机发货）,,275.78,27.78,40.45,0.4,0.81,1.21
HH00001313,日本皇后的秘密quality first多效合一美白面膜30枚,,120.1,12.1,20,0.2,0.4,0.6
HH00001327,法国兰蔻Lancome清滢洁面摩丝200ml,,253.54,25.54,41.07,0.41,0.82,1.23
HH00001338,美国安娜苏 Anna Sui 口红小雨衣Lip Coat口红小雨伞5.6g 防粘杯防褪色,,175.7,17.7,29.67,0.3,0.59,0.89
HH00001345,瑞典露娜LUNA 迷你MINI 2代电动洁面仪 海军蓝,,987.46,99.46,183.45,1.83,3.67,5.5
HH00001346,瑞典露娜LUNA 迷你MINI 2代电动洁面仪 樱桃红,,987.46,99.46,192.84,1.93,3.86,5.79
HH00001347,日本SK-II护肤面膜前男友面膜10片,,876.26,88.26,198.6,1.99,3.97,5.96
HH00001350,日本SK-II护肤精华露 精华液 神仙水 75ml,,442.58,44.58,64.14,0.64,1.28,1.92
