商品编码,品名,划线价,销售价,税费,利润,高级会员,蓝钻会员,红钻
HH00001355,日本SK-II/SK2 隔离防晒CC霜   30g,,520.42,52.42,97.83,0.98,1.96,2.93
HH00001356,日本黛珂 Cosme Decorte 小紫瓶保湿精华美容液60ML,,765.06,77.06,98.79,0.99,1.98,2.96
HH00001360,日本黛珂  赋活保湿精华水170ML ,,620.5,62.5,72.1,0.72,1.44,2.16
HH00001371,法国欧舒丹Loccitane马鞭草清新润手霜75ml,,131.22,13.22,38.18,0.38,0.76,1.15
HH00001374,日本肌美精成人痘痘药用美白面霜50g,,98.97,9.97,22.57,0.23,0.45,0.68
HH00001380,意大利阿玛尼Armani臻致丝绒红管亮橘哑光唇釉300#,,299.13,30.13,46.89,0.47,0.94,1.41
HH00001381,意大利阿玛尼Armani臻致丝绒红管正红哑光唇釉400#,,299.13,30.13,46.89,0.47,0.94,1.41
HH00001395,意大利菲拉格慕 Salvatore Ferragamo梦中情人淡香水  EDT 100ml,,265.77,26.77,57.77,0.58,1.16,1.73
HHKJ000001,Biore 碧柔 倍护防晒乳液 SPF50+ PA++++ 40ML,,65.61,6.61,12.64,0.13,0.25,0.38
HHKJ000002,ALOE 太阳社 玻尿酸透明质酸原液高效保湿 10ML,,57.82,5.82,9.17,0.09,0.18,0.28
HHKJ000005,BIORE 碧柔 清爽保湿防晒凝蜜SPF30/PA++ 120ML,,72.28,7.28,22.17,0.22,0.44,0.67
HHKJ000006,Biore 碧柔 便携式药用止汗爽肤湿巾 清爽薄荷香型 10片,,38.92,3.92,10.21,0.1,0.2,0.31
HHKJ000009,BIORE 碧柔 润肤美容液卸妆棉卸妆湿巾 10片,,38.92,3.92,9.19,0.09,0.18,0.28
HHKJ000010,Dr.Ci:Labo 城野医生 超级毛孔清洁保湿化妆水 200ml,,172.36,17.36,25.41,0.25,0.51,0.76
HHKJ000011,Biore 碧柔 男士细腻颗粒磨砂洗面奶 130g,,50.04,5.04,14.88,0.15,0.3,0.45
HHKJ000012,SHISEIDO 资生堂 药用水润唇膏 无香型 3.5g,,43.37,4.37,8.41,0.08,0.17,0.25
HHKJ000041,日本House of rose玫瑰屋 Oh！Baby 蚕丝精华身体磨砂膏 570克,,164.58,16.58,35.3,0.35,0.71,1.06
HHKJ000042,日本资生堂安耐晒金瓶防晒喷雾SPF50 60g,,175.7,17.7,42.93,0.43,0.86,1.29
HHKJ000043,日本 明色胎盘素眼霜30g,,75.62,7.62,22.35,0.22,0.45,0.67
HHKJ000044,日本石泽研究所 KEANA 毛孔抚子男女小苏打弹密泡沫深层清洁 去黑头洗面奶100g,,94.52,9.52,21.3,0.21,0.43,0.64
HHKJ000045,牛乳石硷沐浴露 牛奶香蓝瓶550ml,,65.61,6.61,18.76,0.19,0.38,0.56
HHKJ000046,花王珂润卸妆ㄠ卸妆乳 130g,,77.84,7.84,17.67,0.18,0.35,0.53
HHKJ000047,日本 Cow牛乳石碱 bouncia 2017新版牛奶玫瑰花味-美肌型550ml,,65.61,6.61,17.74,0.18,0.35,0.53
HHKJ000048,日本曼丹 mandom 植物系美容油面膜4片棕色-乳木果油,,72.28,7.28,29.31,0.29,0.59,0.88
HHKJ000049,日本曼丹 mandom 植物系美容油面膜4片蓝色-椰子果油,,72.28,7.28,29.31,0.29,0.59,0.88
HHKJ000050,日本曼丹 mandom 植物系美容油面膜4片红色-玫瑰果油,,72.28,7.28,29.31,0.29,0.59,0.88
HHKJ000102,日本黛珂COSME DECORTE AG防晒霜白肌隔离防晒乳SPF50+ 60G,,353.62,35.62,57.41,0.57,1.15,1.72
HHKJ000103,日本城野医生祛痘印收缩毛孔EGF修护浓缩精华 10ml,,264.66,26.66,40.48,0.4,0.81,1.21
HHKJ000104,日本TAKAMI小蓝瓶角质软化美容精华液 30ml,,386.98,38.98,51.83,0.52,1.04,1.55
HHKJ000105,韩国skinature思肤秀24K黄金金箔胜肽高浓缩精华液 100ml,,286.9,28.9,41.65,0.42,0.83,1.25
HHKJ000106,泰国RAY蚕丝面膜 金色淡斑抗皱敏感肌肤补水 10片/盒,,98.97,9.97,38.88,0.16,0.32,0.49
HHKJ000107,泰国RAY银色补水保湿控油晒后修复天然蚕丝面膜 10片/盒,,84.51,8.51,35.05,0.26,0.53,0.79
HHKJ000108,美国小鼻子LITTLEREMEDIES天然蜂蜜棒棒糖 10支,,54.49,5.49,17.13,0.13,0.26,0.38
HHKJ000109,日本黛珂COSME DECORTE乳液补水保湿收缩毛孔牛油果乳液 150ml ,,443.69,44.69,35.74,0.36,0.71,1.07
HHKJ000110,韩国伊思红参蜗牛化妆水乳套装 140ml爽肤水+140ml乳液,,320.26,32.26,47.49,0.47,0.95,1.42
HHKJ000111,澳洲Fatblaster极塑瘦身椰子水 750ml,,142.34,14.34,31.99,0.32,0.64,0.96
HHKJ000112,美国Coppertone 确美同水宝宝儿童成人防晒乳液SPF70 237ml,,105.64,10.64,12.71,0.13,0.25,0.38
HHKJ000113,日本KOSE高丝防晒Suncut防晒喷雾 90g,,83.4,8.4,14.7,0.15,0.29,0.44
HHKJ000114,泰国Mistine黄喷防晒喷雾 100ml,,55.6,5.6,8.03,0.08,0.16,0.24
HHKJ000115,日本SpaTreatment UMB纳米弹力黑蛇毒眼膜 60枚,,298.02,30.02,42.24,0.42,0.84,1.27
HHKJ000116,韩国JMsolution珍珠面膜 10片,,76.73,7.73,21.35,0.21,0.43,0.64
HHKJ000117,韩国JMsolution蚕丝面膜 10片,,97.86,9.86,35.46,0.35,0.71,1.06
HHKJ000118,韩国JMsolution蜂蜜面膜 10片,,76.73,7.73,21.35,0.21,0.43,0.64
HHKJ000119,韩国JMsolution急救补水针剂面膜 10片,,76.73,7.73,17.14,0.17,0.34,0.51
HHKJ000120,韩国JMsolution牛油果面膜10片,,97.86,9.86,17.4,0.17,0.34,0.51
HHKJ000121,韩国JM solution 青光海洋珍珠防晒棒21g,,68.94,6.94,10.77,0.11,0.22,0.32
HHKJ000122,韩国JM solution 粉色玫瑰花朵防晒棒21g,,66.72,6.72,11.66,0.12,0.23,0.35
HHKJ000123,韩国JM solution 青光海洋珍珠防晒喷雾180ml,,72.28,7.28,22.17,0.22,0.44,0.67
HHKJ000124,韩国JM solution 粉色玫瑰花朵防晒喷雾180ml,,76.73,7.73,32.4,0.32,0.65,0.97
HHKJ000125,日本早安BCL Saborino 60秒懒人保湿面膜32枚,,100.08,10.08,13.44,0.13,0.27,0.4
HHKJ000126,泰国安娜贝拉Annabella深海藻面膜 10片,,54.49,5.49,10.17,0.1,0.2,0.31
HHKJ000127,伊丽莎白雅顿绿茶蜂蜜香芬护体乳霜 400ML,,116.76,11.76,20.72,0.21,0.41,0.62
zrmynf1000031,澳大利亚a2白金婴儿奶粉1段900g 2罐装,,540.43,54.43,103.98,1.04,2.08,3.12
HH00000248,澳大利亚a2白金婴儿奶粉2段900g,,264.66,26.66,64.06,0.64,1.28,1.92
HH00000249,澳大利亚a2白金婴儿奶粉3段900g,,253.54,25.54,66.41,0.66,1.33,1.99
zrmynf1000035,澳大利亚a2白金婴儿奶粉3段900g 2罐装,,495.95,49.95,136.31,1.36,2.73,4.09
HH00000250,澳大利亚a2白金婴儿奶粉4段900g,,242.42,24.42,77.01,0.77,1.54,2.31
HH00000251,澳大利亚a2白金婴儿奶粉4段900g 2罐装,,473.71,47.71,147.38,1.47,2.95,4.42
zrmynf1000074,德国Hipp Bio喜宝有机奶粉2段800g,,142.34,14.34,25.23,0.25,0.5,0.76
zrmynf1000075,德国Hipp Bio喜宝有机奶粉2段800g 2盒装,,265.77,26.77,45.99,0.46,0.92,1.38
zrmynf1000106,新西兰Karicare可瑞康羊奶粉3段900g 2罐装,,540.43,54.43,65.22,0.65,1.3,1.96
zrmynf1000003,德国Aptamil爱他美奶粉1段800g 2罐装,,331.38,33.38,67.59,0.68,1.35,2.03
zrmynf1000004,德国Aptamil爱他美奶粉2段800g,,172.36,17.36,65.11,0.65,1.3,1.95
zrmynf1000005,德国Aptamil爱他美奶粉2段800g 2罐装,,331.38,33.38,125.21,1.25,2.5,3.76
zrmynf1000006,德国Aptamil爱他美奶粉3段800g,,172.36,17.36,35.62,0.36,0.71,1.07
zrmynf1000007,德国Aptamil爱他美奶粉3段800g 2罐装,,331.38,33.38,71.91,0.72,1.44,2.16
zrmynf1000010,德国Aptamil爱他美奶粉2+段600g,,161.24,16.24,62.26,0.62,1.25,1.87
zrmynf1000011,德国Aptamil爱他美奶粉2+段600g 2盒装,,309.14,31.14,136.68,1.37,2.73,4.1
zrmynf1000014,荷兰Nutrilon牛栏奶粉2段850g,,143.45,14.45,45.5,0.46,0.91,1.37
zrmynf1000015,荷兰Nutrilon牛栏奶粉2段850g 2罐装,,275.78,27.78,90.65,0.91,1.81,2.72
zrmynf1000016,荷兰Nutrilon牛栏奶粉3段800g,,143.45,14.45,45.31,0.45,0.91,1.36
zrmynf1000017,荷兰Nutrilon牛栏奶粉3段800g 2罐装,,275.78,27.78,83.76,0.84,1.68,2.51
zrmynf1000018,荷兰Nutrilon牛栏奶粉4段800g,,154.57,15.57,36.09,0.36,0.72,1.08
zrmynf1000019,荷兰Nutrilon牛栏奶粉4段800g 2罐装,,298.02,30.02,73.76,0.74,1.48,2.21
zrmynf1000020,荷兰Nutrilon牛栏奶粉5段800g,,154.57,15.57,39.65,0.4,0.79,1.19
zrmynf1000021,荷兰Nutrilon牛栏奶粉5段800g 2罐装,,298.02,30.02,99.74,1,1.99,2.99
zrmynf1000023,澳洲Aptamil爱他美奶粉金装1段900g 2罐装,,384.75,38.75,74.35,0.74,1.49,2.23
zrmynf1000024,澳洲Aptamil爱他美奶粉金装2段900g,,186.82,18.82,34.34,0.34,0.69,1.03
zrmynf1000025,澳洲Aptamil爱他美奶粉金装2段900g 2罐装,,362.51,36.51,82.35,0.82,1.65,2.47
zrmynf1000027,澳洲Aptamil爱他美奶粉金装3段900g 2罐装,,318.03,32.03,101.43,1.01,2.03,3.04
zrmynf1000036,英国Aptamil爱他美奶粉1段900g（新旧包装随机发送）,,154.57,15.57,38.77,0.39,0.78,1.16
zrmynf1000037,英国Aptamil爱他美奶粉1段900g 2罐装,,298.02,30.02,80.38,0.8,1.61,2.41
zrmynf1000038,英国Aptamil爱他美奶粉2段900g,,154.57,15.57,65.39,0.65,1.31,1.96
zrmynf1000039,英国Aptamil爱他美奶粉2段900g 2罐装,,298.02,30.02,119.98,1.2,2.4,3.6
zrmynf1000041,英国Aptamil爱他美奶粉3段900g 2罐装,,298.02,30.02,93.99,0.94,1.88,2.82
zrmynf1000043,英国Aptamil爱他美奶粉4段800g 2罐装,,298.02,30.02,93.99,0.94,1.88,2.82
zrmynf1000044,英国Cow&Gate牛栏奶粉1段900g,,143.45,14.45,42.06,0.42,0.84,1.26
zrmynf1000045,英国Cow&Gate牛栏奶粉1段900g 2罐装,,276.89,27.89,85.3,0.85,1.71,2.56
zrmynf1000047,英国Cow&Gate牛栏奶粉2段900g 2罐装,,254.65,25.65,88.87,0.89,1.78,2.67
zrmynf1000049,英国Cow&Gate牛栏奶粉3段900g 2罐装,,254.65,25.65,88.86,0.89,1.78,2.67
zrmynf1000051,英国Cow&Gate牛栏奶粉4段800g 2罐装,,254.65,25.65,82.56,0.83,1.65,2.48
zrmynf1000052,澳大利亚Bellamys贝拉米有机奶粉1段900g,,221.29,22.29,51.32,0.51,1.03,1.54
zrmynf1000053,澳大利亚Bellamys贝拉米有机奶粉1段900g 2罐装,,431.46,43.46,105.47,1.05,2.11,3.16
zrmynf1000054,澳大利亚Bellamys贝拉米有机奶粉2段900g,,221.29,22.29,51.32,0.51,1.03,1.54
zrmynf1000055,澳大利亚Bellamys贝拉米有机奶粉2段900g 2罐装,,431.46,43.46,105.47,1.05,2.11,3.16
zrmynf1000056,澳大利亚Bellamys贝拉米有机奶粉3段900g,,232.41,23.41,43.96,0.44,0.88,1.32
zrmynf1000057,澳大利亚Bellamys贝拉米有机奶粉3段900g 2罐装,,453.7,45.7,95.33,0.95,1.91,2.86
zrmynf1000058,澳大利亚Devondale德运全脂奶粉（1kg/袋）,,72.28,7.28,14.01,0.14,0.28,0.42
zrmynf1000059,澳大利亚Devondale德运全脂奶粉 1000g 2包装,,139,14,28.75,0.29,0.58,0.86
zrmynf1000060,澳大利亚Devondale德运脱脂奶粉（1kg/袋）,,72.28,7.28,14.01,0.14,0.28,0.42
zrmynf1000061,澳大利亚Devondale德运脱脂奶粉 1000g 2包装,,139,14,28.75,0.29,0.58,0.86
zrmynf1000064,荷兰Herobaby美素奶粉2段800g,,94.52,9.52,16.26,0.16,0.33,0.49
zrmynf1000066,荷兰Herobaby美素奶粉3段800g,,116.76,11.76,13.52,0.14,0.27,0.41
zrmynf1000067,荷兰Herobaby美素奶粉3段800g 2盒装,,216.84,21.84,59.48,0.59,1.19,1.78
zrmynf1000068,荷兰Herobaby美素奶粉4段700g,,83.4,8.4,16.65,0.17,0.33,0.5
zrmynf1000069,荷兰Herobaby美素奶粉4段700g 2盒装,,161.24,16.24,42.16,0.42,0.84,1.26
zrmynf1000070,荷兰Herobaby美素奶粉5段700g,,83.4,8.4,13.24,0.13,0.26,0.4
zrmynf1000071,荷兰Herobaby美素奶粉5段700g 2盒装,,161.24,16.24,37.49,0.37,0.75,1.12
zrmynf1000072,德国Hipp Bio喜宝有机奶粉1段600g,,143.45,14.45,75.16,0.75,1.5,2.25
zrmynf1000086,德国Hipp Bio喜宝益生菌奶粉1段600g,,154.57,15.57,34.24,0.34,0.68,1.03
zrmynf1000087,德国Hipp Bio喜宝益生菌奶粉1段600g 2盒装,,299.13,30.13,74.97,0.75,1.5,2.25
zrmynf1000077,德国Hipp Bio喜宝有机奶粉3段800g 2盒装,,299.13,30.13,101.99,1.02,2.04,3.06
zrmynf1000078,德国Hipp Bio喜宝有机奶粉pre段600g,,132.33,13.33,55.47,0.55,1.11,1.66
zrmynf1000079,德国Hipp Bio喜宝有机奶粉pre段600g 2盒装,,254.65,25.65,120.91,1.21,2.42,3.63
zrmynf1000080,德国Hipp Bio喜宝有机奶粉12+段800g,,143.45,14.45,48.37,0.48,0.97,1.45
zrmynf1000081,德国喜宝有机奶粉12+段800g 2盒装,,276.89,27.89,102.99,1.03,2.06,3.09
zrmynf1000085,德国Hipp Bio喜宝益生菌奶粉2+段600g 2盒装,,276.89,27.89,85.12,0.85,1.7,2.55
zrmynf1000088,德国Hipp Bio喜宝益生菌奶粉2段600g 2盒装,,243.53,24.53,59.21,0.59,1.18,1.78
zrmynf1000089,德国Hipp Bio喜宝益生菌奶粉3段600g,,143.45,14.45,36.15,0.36,0.72,1.08
zrmynf1000090,德国Hipp Bio喜宝益生菌奶粉3段600g 2盒装,,276.89,27.89,77.16,0.77,1.54,2.31
zrmynf1000092,德国喜宝益生菌奶粉pre段600g 2盒装,,299.13,30.13,65.72,0.66,1.31,1.97
zrmynf1000102,新西兰Karicare可瑞康羊奶粉1段900g 2罐装,,495.95,49.95,85.73,0.86,1.71,2.57
zrmynf1000103,新西兰Karicare可瑞康羊奶粉2段900g,,264.66,26.66,36.9,0.37,0.74,1.11
zrmynf1000104,新西兰Karicare可瑞康羊奶粉2段900g 2罐装,,518.19,52.19,66.48,0.66,1.33,1.99
zrmynf1000108,港版MeadJohnson美赞臣 Enfamil安婴儿婴幼儿奶粉1段900g 2罐装,,531.54,53.54,126.87,1.27,2.54,3.81
zrmynf1000109,港版MeadJohnson美赞臣 Enfapro安婴宝婴幼儿奶粉2段900g,,275.78,27.78,53.81,0.54,1.08,1.61
zrmynf1000110,港版MeadJohnson美赞臣 Enfapro安婴宝婴幼儿奶粉2段900g 2罐装,,520.42,52.42,135.7,1.36,2.71,4.07
zrmynf1000112,港版MeadJohnson美赞臣 Enfagrow安儿宝婴幼儿奶粉3段900g 2罐装,,498.18,50.18,163.37,1.63,3.27,4.9
zrmynf1000113,港版MeadJohnson美赞臣 Enfakid安儿健婴幼儿奶粉4段900g,,220.18,22.18,65.67,0.66,1.31,1.97
zrmynf1000114,港版MeadJohnson美赞臣 Enfakid安儿健婴幼儿奶粉4段900g 2罐装,,420.34,42.34,128.25,1.28,2.57,3.85
zrmynf1000082,德国Hipp Bio喜宝益生菌奶粉1+段600g,,154.57,15.57,46.4,0.46,0.93,1.39
zrmynf1000083,德国Hipp Bio喜宝益生菌奶粉1+段600g 2盒装,,288.01,29.01,86.59,0.87,1.73,2.6
zrmynf1000115,港版MeadJohnson美赞臣 Enfaschool安学健婴幼儿奶粉5段900g 2罐装,,409.22,41.22,96.04,0.96,1.92,2.88
zrmynf1000001,德国Aptamil爱他美奶粉pre段800g 2罐装,,320.26,32.26,58.85,0.59,1.18,1.77
zrmynf1000009,德国Aptamil爱他美奶粉1+段600g 2盒装,,242.42,24.42,118.87,1.19,2.38,3.57
zrmynf1000030,澳大利亚a2白金婴儿奶粉1段900g,,275.78,27.78,57.39,0.57,1.15,1.72
zrmynf1000033,澳大利亚a2白金婴儿奶粉2段900g 2罐装,,518.19,52.19,121.47,1.21,2.43,3.64
HH00000260,澳洲 Maxigenes美可卓蓝胖子 青少年成人 全脂高钙牛奶粉 1kg/罐,,121.21,12.21,40.44,0.4,0.81,1.21
zrmynf1000107,港版MeadJohnson美赞臣 Enfamil安婴儿婴幼儿奶粉1段900g,,275.78,27.78,61.47,0.61,1.23,1.84
zrmynf1000073,德国Hipp Bio喜宝有机奶粉1段600g 2盒装,,243.53,24.53,117.53,1.18,2.35,3.53
zrmynf1000105,新西兰Karicare可瑞康羊奶粉3段900g,,275.78,27.78,30.87,0.31,0.62,0.93
zrmynf1000002,德国Aptamil爱他美奶粉1段800g,,172.36,17.36,34.03,0.34,0.68,1.02
zrmynf1000012,荷兰Nutrilon牛栏奶粉1段850g,,154.57,15.57,23,0.23,0.46,0.69
zrmynf1000013,荷兰牛栏奶粉1段850g 2罐装,,298.02,30.02,50.35,0.5,1.01,1.51
zrmynf1000022,澳洲Aptamil爱他美奶粉金装1段900g,,197.94,19.94,32.37,0.32,0.65,0.97
zrmynf1000026,澳洲Aptamil爱他美奶粉金装3段900g,,164.58,16.58,47.44,0.47,0.95,1.42
zrmynf1000028,澳洲Aptamil爱他美奶粉金装4段900g,,164.58,16.58,43.36,0.43,0.87,1.3
zrmynf1000029,澳洲Aptamil爱他美奶粉金装4段900g 2罐装,,318.03,32.03,96.33,0.96,1.93,2.89
zrmynf1000040,英国Aptamil爱他美奶粉3段900g,,154.57,15.57,45.59,0.46,0.91,1.37
zrmynf1000042,英国Aptamil爱他美奶粉4段800g,,154.57,15.57,45.59,0.46,0.91,1.37
zrmynf1000046,英国Cow&Gate牛栏奶粉2段900g,,132.33,13.33,43.05,0.43,0.86,1.29
zrmynf1000048,英国Cow&Gate牛栏奶粉3段900g,,132.33,13.33,43.05,0.43,0.86,1.29
zrmynf1000050,英国Cow&Gate牛栏奶粉4段800g,,132.33,13.33,38.84,0.39,0.78,1.17
zrmynf1000062,荷兰Herobaby美素奶粉1段800g,,94.52,9.52,16.26,0.16,0.33,0.49
zrmynf1000063,荷兰Herobaby美素奶粉1段800g 2盒装,,183.48,18.48,42.72,0.43,0.85,1.28
zrmynf1000065,荷兰Herobaby美素奶粉2段800g 2盒装,,183.48,18.48,42.72,0.43,0.85,1.28
zrmynf1000076,德国Hipp Bio喜宝有机奶粉3段800g,,154.57,15.57,48.61,0.49,0.97,1.46
zrmynf1000084,德国Hipp Bio喜宝益生菌奶粉2+段600g,,143.45,14.45,40.21,0.4,0.8,1.21
zrmynf1000091,德国Hipp Bio喜宝益生菌奶粉pre段600g,,154.57,15.57,30.77,0.31,0.62,0.92
zrmynf1000101,新西兰Karicare可瑞康羊奶粉1段900g,,253.54,25.54,39.89,0.4,0.8,1.2
zrmynf1000111,港版MeadJohnson美赞臣 Enfagrow安儿宝婴幼儿奶粉3段900g,,264.66,26.66,81.28,0.81,1.63,2.44
zrmynf1000008,德国Aptamil爱他美奶粉1+段600g,,127.88,12.88,56.42,0.56,1.13,1.69
zrmynf1000093,澳洲a2全脂成人奶粉,,116.76,11.76,29.59,0.3,0.59,0.89
zrmynf1000094,澳洲a2全脂成人奶粉 2包装,,227.96,22.96,61.45,0.61,1.23,1.84
zrhz1000038,韩国AHC高效玻尿酸B5洗面奶180ML,,85.62,8.62,17.77,0.1777,0.3554,0.5331
HH00000147,澳洲 美可卓Maxigenes宝宝儿童咀嚼奶片 蓝莓味 150粒,,105.64,10.64,30.05,0.3005,0.601,0.9015
HH00000554,韩国雪花秀滋阴4件套水乳精华面霜套装,,84.51,8.51,15.67,0.1567,0.3134,0.4701
zrbj000004,澳洲Swisse高浓度蔓越莓胶囊 30粒,,86.74,8.74,11.72,0.1172,0.2344,0.3516
zrhz1000205,日本Kiss Me奇士美花漾美姬新翘力浓密防水睫毛膏6g,,83.4,8.4,14.6,0.146,0.292,0.438
ZRMYYP100001,日本 小林制药KOBAYASHI儿童退热贴16片粉色,,50.04,5.04,9.3,0.093,0.186,0.279
ZRMYYP100002,日本 小林制药KOBAYASHI儿童退热贴16片蓝色,,50.04,5.04,9.3,0.093,0.186,0.279
ZRMYYP100003,美国Comotomo可么多么奶瓶250ml粉色,,175.7,17.7,86.31,0.8631,1.7262,2.5893
ZRMYYP100004,美国Comotomo可么多么奶瓶150ml粉色,,186.82,18.82,63.55,0.6355,1.271,1.9065
ZRMYYP100005,美国Comotomo可么多么奶瓶250ml绿色,,175.7,17.7,86.31,0.8631,1.7262,2.5893
ZRMYYP100006,美国Comotomo可么多么奶瓶150ml绿色,,186.82,18.82,63.55,0.6355,1.271,1.9065
ZRMYYP100007,德国NUK宽口径玻璃奶瓶120毫升颜色随机,,98.97,9.97,30.72,0.3072,0.6144,0.9216
ZRMYYP100008,德国NUK宽口径玻璃奶瓶240毫升颜色随机,,98.97,9.97,29.7,0.297,0.594,0.891
ZRMYYP100009,德国NUK宽口径硅胶奶嘴玻璃奶瓶120毫升+240毫升颜色随机,,161.24,16.24,25.84,0.2584,0.5168,0.7752
ZRMYYP100010,德国NUK宝宝研磨碗颜色随机,,75.62,7.62,11.37,0.1137,0.2274,0.3411
ZRMYYP100015,日本Pigeon贝亲硅胶奶嘴M码2枚入3-6个月,,76.73,7.73,8.9,0.089,0.178,0.267
ZRMYYP100017,日本Pigeon贝亲宽口耐热塑料奶瓶桔黄色240ml,,140.11,14.11,11.47,0.1147,0.2294,0.3441
ZRMYYP100018,日本Pigeon贝亲玻璃奶瓶橘黄色160ml,,142.34,14.34,9.55,0.0955,0.191,0.2865
ZRMYYP100025,日本Pigeon贝亲标准口径玻璃奶瓶240ML,,98.97,9.97,23.58,0.2358,0.4716,0.7074
ZRMYYP100026,日本Pigeon贝亲标准口径玻璃奶瓶200ml,,76.73,7.73,11.19,0.1119,0.2238,0.3357
ZRMYYP100033,美国Aveeno艾维诺婴儿无泪2合1洗发沐浴露354ml,,72.28,7.28,8.31,0.0831,0.1662,0.2493
ZRMYYP100034,美国Aveeno艾维诺婴儿无泪2合1洗发沐浴露236ml,,53.38,5.38,5.99,0.0599,0.1198,0.1797
ZRMYYP100036,美国Aveeno艾维诺婴儿湿疹滋润乳霜141g,,72.28,7.28,9.59,0.0959,0.1918,0.2877
ZRMYYP100037,日本Wakodo和光堂爽身粉120g,,50.04,5.04,9.53,0.0953,0.1906,0.2859
ZRMYYP100039,美国California Baby加州宝宝金盏花润肤霜57g,,116.76,11.76,16.6,0.166,0.332,0.498
ZRMYYP100040,美国California Baby加州宝宝金盏花洗发沐浴露祛痱251ml,,94.52,9.52,15.75,0.1575,0.315,0.4725
ZRMYYP100046,澳洲The Goat Skincare 原味山羊奶皂 100g,,32.25,3.25,4.25,0.0425,0.085,0.1275
ZRMYYP100048,美国Baby Banana香蕉宝宝香蕉牙胶,,72.28,7.28,12.84,0.1284,0.2568,0.3852
zrmyznk1000003,日本Merries花王纸尿裤S82,,105.64,10.64,9.82,0.0982,0.1964,0.2946
zrmyznk1000004,日本Merries花王纸尿裤S82 2包装,,220.18,22.18,39.5,0.395,0.79,1.185
zrmyznk1000005,日本Merries花王纸尿裤L54,,110.09,11.09,7.85,0.0785,0.157,0.2355
zrmyznk1000006,日本Merries花王纸尿裤L54 2包装,,209.06,21.06,24.57,0.2457,0.4914,0.7371
zrmyznk1000020,日本Unicharm尤妮佳纸尿裤M64 2包装,,183.48,18.48,22.28,0.2228,0.4456,0.6684
zrmyznk1000023,日本Unicharm尤妮佳拉拉裤(女宝)L54,,132.33,13.33,8,0.08,0.16,0.24
zrmyznk1000025,日本Unicharm尤妮佳拉拉裤(男宝)L44,,105.64,10.64,11.68,0.1168,0.2336,0.3504
HH00000052,日本花王KAO洗衣机槽滚筒波轮清洗剂180g 2包装,,62.27,6.27,7.85,0.0785,0.157,0.2355
zrmyznk1000041,日本Goo.n大王维E纸尿裤 M64 3包装,,284.67,28.67,24.87,0.2487,0.4974,0.7461
zrmyznk1000042,日本Goo.n大王维E纸尿裤 M64  4包装,,373.63,37.63,27.41,0.2741,0.5482,0.8223
zrrh1000019,日本树之惠本铺天然树液足贴唐辛子30枚,,86.74,8.74,23.98,0.2398,0.4796,0.7194
HH00000328,日本Yanagiya柳屋养发精发根营养液 有香型240ml,,95.63,9.63,6.06,0.0606,0.1212,0.1818
zrmyznk1000048,日本Goo.n大王棉花糖系列纸尿裤 S58  4包装,,618.27,62.27,36.72,0.3672,0.7344,1.1016
